Time,Open,High,Low,Last,Change,%Chg,Volume
"02/09/2021 15:54",31374.57,31380.43,31373.88,31375.22,0.61,0.00%,2092426
"02/09/2021 15:53",31365.38,31376.08,31365.36,31374.61,9.51,+0.03%,1435694
"02/09/2021 15:52",31370.39,31371.06,31364.02,31365.1,-5.96,-0.02%,1532605
"02/09/2021 15:51",31387.14,31387.14,31371.06,31371.06,-15.9,-0.05%,1221196
"02/09/2021 15:50",31396.57,31396.57,31383.97,31386.96,-7.94,-0.03%,1576860
"02/09/2021 15:49",31396.37,31398.25,31394.73,31394.9,-1.69,-0.01%,821865
"02/09/2021 15:48",31400.56,31401.04,31396.42,31396.59,-4.86,-0.02%,713371
"02/09/2021 15:47",31409.14,31409.34,31401.45,31401.45,-7.73,-0.02%,686039
"02/09/2021 15:46",31409.48,31411.05,31406.53,31409.18,-0.42,0.00%,710851
"02/09/2021 15:45",31407.18,31410.6,31406.17,31409.6,3.05,+0.01%,724804
"02/09/2021 15:44",31409.14,31410.83,31406.18,31406.55,-2.45,-0.01%,690906
"02/09/2021 15:43",31402.46,31411.92,31402.46,31409,6.87,+0.02%,616632
"02/09/2021 15:42",31409.15,31409.56,31402.04,31402.13,-7.19,-0.02%,660674
"02/09/2021 15:41",31413.27,31415.67,31409.32,31409.32,-3.87,-0.01%,615481
"02/09/2021 15:40",31418.11,31422.01,31412.02,31413.19,-5.22,-0.02%,665898
"02/09/2021 15:39",31425.7,31429.46,31418.41,31418.41,-6.94,-0.02%,627919
"02/09/2021 15:38",31419.36,31425.35,31416.88,31425.35,6.22,+0.02%,661824
"02/09/2021 15:37",31412.69,31419.52,31411.62,31419.13,6.52,+0.02%,514905
"02/09/2021 15:36",31413.83,31415.6,31412.28,31412.61,-1.04,0.00%,579983
"02/09/2021 15:35",31408.01,31414.4,31406.33,31413.65,5.2,+0.02%,593569
"02/09/2021 15:34",31403.99,31409.78,31403.49,31408.45,4.47,+0.01%,535358
"02/09/2021 15:33",31402.52,31405.26,31401.29,31403.98,2.03,+0.01%,477242
"02/09/2021 15:32",31404.55,31407.26,31401.08,31401.95,-2.83,-0.01%,497596
"02/09/2021 15:31",31399.46,31407.21,31399.46,31404.78,5.14,+0.02%,518289
"02/09/2021 15:30",31397.01,31400.01,31396.49,31399.64,2.28,+0.01%,573043
"02/09/2021 15:29",31395.56,31399.36,31395.56,31397.36,1.85,+0.01%,446477
"02/09/2021 15:28",31393.88,31395.6,31391.2,31395.51,1.34,0.00%,551350
"02/09/2021 15:27",31399.94,31399.94,31393.44,31394.17,-5.87,-0.02%,502594
"02/09/2021 15:26",31400.83,31400.84,31394.05,31400.04,-0.96,0.00%,480818
"02/09/2021 15:25",31394.45,31401.18,31394.45,31401,6.58,+0.02%,521229
"02/09/2021 15:24",31397.83,31399.09,31394.42,31394.42,-3.65,-0.01%,412216
"02/09/2021 15:23",31399.57,31400.48,31395.69,31398.07,-1.56,0.00%,565574
"02/09/2021 15:22",31405.26,31405.26,31398.08,31399.63,-6.25,-0.02%,655034
"02/09/2021 15:21",31410.68,31410.68,31405.42,31405.88,-5.69,-0.02%,347447
"02/09/2021 15:20",31412.56,31413.09,31408.08,31411.57,-0.93,0.00%,469996
"02/09/2021 15:19",31415.49,31417.12,31412.31,31412.5,-2.91,-0.01%,431074
"02/09/2021 15:18",31413.75,31416.12,31412.61,31415.41,1.25,0.00%,388189
"02/09/2021 15:17",31416.61,31420.11,31414,31414.16,-2.59,-0.01%,487834
"02/09/2021 15:16",31420.82,31420.82,31416.75,31416.75,-4.64,-0.01%,395182
"02/09/2021 15:15",31426.5,31427.05,31421.39,31421.39,-5.02,-0.02%,495550
"02/09/2021 15:14",31423.89,31426.41,31422.41,31426.41,2.25,+0.01%,398060
"02/09/2021 15:13",31419.89,31425.73,31419.5,31424.16,4.66,+0.01%,402655
"02/09/2021 15:12",31419.61,31421.32,31417.26,31419.5,-0.66,0.00%,465758
"02/09/2021 15:11",31418.83,31421.29,31417.89,31420.16,1.98,+0.01%,357615
"02/09/2021 15:10",31422.32,31422.32,31417.74,31418.18,-4.36,-0.01%,412621
"02/09/2021 15:09",31423.4,31426.76,31422.29,31422.54,-0.61,0.00%,385659
"02/09/2021 15:08",31423.17,31423.17,31418.56,31423.15,-0.14,0.00%,466982
"02/09/2021 15:07",31421.1,31425.24,31420.72,31423.29,1.99,+0.01%,481353
"02/09/2021 15:06",31422.07,31423.55,31421.3,31421.3,-1.05,0.00%,561826
"02/09/2021 15:05",31424.58,31426.85,31422.06,31422.35,-2.46,-0.01%,447446
"02/09/2021 15:04",31424.3,31428.03,31423.71,31424.81,-0.11,0.00%,469956
"02/09/2021 15:03",31423.28,31425.94,31423.14,31424.92,1.62,+0.01%,406524
